REF,status,PaperYear,Title,PaperAuthor,Journal,Animal,Family,Species,ClimaticZone,Climatic ,Habitat,LifeStage,WildType,Development,CO2Treatment,TempTreatment,Stressor ,CO2ppmC,CO2ppmCS.E.,CO2ppmC S.D.,pH scale,pH C,pH C S.E.,pH C S.D.,CO2ppmI,CO2ppmI S.E.,CO2ppmI S.D.,Ph I,Ph I S.E.,Ph I S.D.,TempC,TempC S.E.,TempC S.D.,TempI,TempI S.E.,TempI S.D.,DiffpCO2,DiffT,Other Factor,Metric,TransformedMetric,Metric Type,Unit,Category,Level,ControlMean,ControlMeanTransformed,ControlSE,ControlN,TreatmentMean,TreatmentMeanTransformed ,TreatmentSE,TreatmentN,AcclimationDays,NbTank,ei,vei,Note,,,,,
36,in,2011,,"Anlauf H, D´Croz L, O`Dea A",Journal of Experimental Marine Biology and Ecology,Cnidaria,Poritidae,Porites panamensis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,YES,LARVAL,YES,YES,TpH,487,NA,42,NBS,8.08,NA,NA,950,NA,94,7.83,NA,NA,28.4,NA,NA,29.5,NA,NA,463,1.1,NA,Mortality,Survival,positive,% total planulae,Survival,Population level,45.90,54.100000,4.90,5,39.00,61.0000000,12.20,4,10,5,0.120,0.0482,,,,,,
37,in,2010,,"Sheppard Brennand H, Soars N, Dworjanyn SA, Davis AR, Byrne M",Plos One,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,YES,LARVAL,YES,YES,TpH,448,3,NA,NBS,8.13,0.00,NA,1169,8,NA,7.80,0.01,NA,23.5,0.0,NA,26.1,0.1,NA,721,2.6,NA,Arm asymmetry,Normal,negative,µm,Development,Individual level,7.30,7.296000,1.15,35,12.74,12.7400000,1.21,35,5,3,-0.557,0.0340,inversed ratio because negative metric,,,,,
37,in,2010,,"Sheppard Brennand H, Soars N, Dworjanyn SA, Davis AR, Byrne M",Plos One,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,YES,LARVAL,YES,YES,TpH,448,3,NA,NBS,8.13,0.00,NA,1938,14,NA,7.61,0.00,NA,23.5,0.0,NA,26.1,0.1,NA,1490,2.6,NA,Arm asymmetry,Normal,negative,µm,Development,Individual level,7.30,7.296000,1.15,35,12.67,12.6700000,1.28,35,5,3,-0.552,0.0351,inversed ratio because negative metric,,,,,
37,in,2010,,"Sheppard Brennand H, Soars N, Dworjanyn SA, Davis AR, Byrne M",Plos One,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,YES,LARVAL,NO,YES,T,448,3,NA,NBS,8.13,0.00,NA,455,3,NA,8.13,0.00,NA,23.5,0.0,NA,26.1,0.1,NA,7,2.6,NA,Arm asymmetry,Normal,negative,µm,Development,Individual level,7.30,7.296000,1.15,35,12.16,12.1600000,1.15,35,5,3,-0.511,0.0339,inversed ratio because negative metric,,,,,
37,in,2010,,"Sheppard Brennand H, Soars N, Dworjanyn SA, Davis AR, Byrne M",Plos One,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,YES,LARVAL,YES,NO,pH,448,3,NA,NBS,8.13,0.00,NA,1142,8,NA,7.80,0.01,NA,23.5,0.0,NA,23.5,0.0,NA,694,0.0,NA,Arm asymmetry,Normal,negative,µm,Development,Individual level,7.30,7.296000,1.15,35,9.28,9.2800000,1.15,35,5,3,-0.241,0.0403,inversed ratio because negative metric,,,,,
37,in,2010,,"Sheppard Brennand H, Soars N, Dworjanyn SA, Davis AR, Byrne M",Plos One,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,YES,LARVAL,YES,NO,pH,448,3,NA,NBS,8.13,0.00,NA,1886,13,NA,7.61,0.00,NA,23.5,0.0,NA,23.5,0.0,NA,1438,0.0,NA,Arm length,growth rate,positive,µm,Growth,Individual level,138.67,138.670000,8.00,35,110.67,110.6700000,6.66,35,5,3,-0.226,0.0069,,,,,,
37,in,2010,,"Sheppard Brennand H, Soars N, Dworjanyn SA, Davis AR, Byrne M",Plos One,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,YES,LARVAL,YES,NO,pH,448,3,NA,NBS,8.13,0.00,NA,1142,8,NA,7.80,0.01,NA,23.5,0.0,NA,23.5,0.0,NA,694,0.0,NA,Arm length,growth rate,positive,µm,Growth,Individual level,138.67,138.670000,8.00,35,119.33,119.3300000,6.00,35,5,3,-0.150,0.0059,,,,,,
37,in,2010,,"Sheppard Brennand H, Soars N, Dworjanyn SA, Davis AR, Byrne M",Plos One,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,YES,LARVAL,YES,NO,pH,448,3,NA,NBS,8.13,0.00,NA,1886,13,NA,7.61,0.00,NA,23.5,0.0,NA,23.5,0.0,NA,1438,0.0,NA,Arm asymmetry,Normal,negative,µm,Development,Individual level,7.30,7.296000,1.15,35,7.42,7.4200000,1.09,35,5,3,-0.017,0.0465,inversed ratio because negative metric,,,,,
37,in,2010,,"Sheppard Brennand H, Soars N, Dworjanyn SA, Davis AR, Byrne M",Plos One,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,YES,LARVAL,YES,YES,TpH,448,3,NA,NBS,8.13,0.00,NA,1169,8,NA,7.80,0.01,NA,23.5,0.0,NA,26.1,0.1,NA,721,2.6,NA,Arm length,growth rate,positive,µm,Growth,Individual level,138.67,138.670000,8.00,35,137.33,137.3300000,4.00,35,5,3,-0.010,0.0042,,,,,,
37,in,2010,,"Sheppard Brennand H, Soars N, Dworjanyn SA, Davis AR, Byrne M",Plos One,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,YES,LARVAL,YES,YES,TpH,448,3,NA,NBS,8.13,0.00,NA,1938,14,NA,7.61,0.00,NA,23.5,0.0,NA,26.1,0.1,NA,1490,2.6,NA,Arm length,growth rate,positive,µm,Growth,Individual level,138.67,138.670000,8.00,35,138.67,138.6700000,5.33,35,5,3,0.000,0.0048,,,,,,
37,in,2010,,"Sheppard Brennand H, Soars N, Dworjanyn SA, Davis AR, Byrne M",Plos One,Echinodermata,Toxopneustidae,Tripneustes gratilla,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,YES,LARVAL,NO,YES,T,448,3,NA,NBS,8.13,0.00,NA,455,3,NA,8.13,0.00,NA,23.5,0.0,NA,26.1,0.1,NA,7,2.6,NA,Arm length,growth rate,positive,µm,Growth,Individual level,138.67,138.670000,8.00,35,178.67,178.6700000,4.00,35,5,3,0.253,0.0038,,,,,,
38,in,2017,,"Lardies MA, Benitez S, Osores S, Vargas CA, Duarte C, Lohrmann KB, Lagos NA",Aquaculture,Mollusca,Pectinidae,Argopecten purpuratus,Subtropical,Subtropical,benthic,JUVENILE,NO,NA,YES,YES,TpH,368,62,NA,NBS,8.06,0.02,NA,969,74,NA,7.72,0.02,NA,14.1,0.2,NA,18.1,0.1,NA,602,4.0,NA,Ingestion rate,Feeding,ambiguous,mg ch*g-1*h-1,Behavior,Individual level,1.29,1.290000,0.10,4,1.53,1.5300000,0.15,5,18,5,0.171,0.0156,,,,,,
38,in,2017,,"Lardies MA, Benitez S, Osores S, Vargas CA, Duarte C, Lohrmann KB, Lagos NA",Aquaculture,Mollusca,Pectinidae,Argopecten purpuratus,Subtropical,Subtropical,benthic,JUVENILE,NO,NA,NO,YES,T,368,62,NA,NBS,8.06,0.02,NA,436,74,NA,8.03,0.04,NA,14.1,0.2,NA,18.1,0.1,NA,68,4.0,NA,Ingestion rate,Feeding,ambiguous,mg ch*g-1*h-1,Behavior,Individual level,1.29,1.290000,0.10,4,1.65,1.6500000,0.07,5,18,5,0.246,0.0078,,,,,,
38,in,2017,,"Lardies MA, Benitez S, Osores S, Vargas CA, Duarte C, Lohrmann KB, Lagos NA",Aquaculture,Mollusca,Pectinidae,Argopecten purpuratus,Subtropical,Subtropical,benthic,JUVENILE,NO,NA,YES,NO,pH,368,62,NA,NBS,8.06,0.02,NA,891,78,NA,7.75,0.03,NA,14.1,0.2,NA,14.1,0.1,NA,523,-0.1,NA,standard metabolic rate,Oxygen consumption rate,ambiguous,mg O2 h-1 g-1,Routine respiration,Individual level,0.05,0.054000,0.01,4,0.07,0.0700000,0.01,5,18,5,0.260,0.1007,,,,,,
38,in,2017,,"Lardies MA, Benitez S, Osores S, Vargas CA, Duarte C, Lohrmann KB, Lagos NA",Aquaculture,Mollusca,Pectinidae,Argopecten purpuratus,Subtropical,Subtropical,benthic,JUVENILE,NO,NA,YES,NO,pH,368,62,NA,NBS,8.06,0.02,NA,891,78,NA,7.75,0.03,NA,14.1,0.2,NA,14.1,0.1,NA,523,-0.1,NA,Ingestion rate,Feeding,ambiguous,mg ch*g-1*h-1,Behavior,Individual level,1.29,1.290000,0.10,4,1.93,1.9300000,0.13,5,18,5,0.403,0.0105,,,,,,
38,in,2017,,"Lardies MA, Benitez S, Osores S, Vargas CA, Duarte C, Lohrmann KB, Lagos NA",Aquaculture,Mollusca,Pectinidae,Argopecten purpuratus,Subtropical,Subtropical,benthic,JUVENILE,NO,NA,NO,YES,T,368,62,NA,NBS,8.06,0.02,NA,436,74,NA,8.03,0.04,NA,14.1,0.2,NA,18.1,0.1,NA,68,4.0,NA,standard metabolic rate,Oxygen consumption rate,ambiguous,mg O2 h-1 g-1,Routine respiration,Individual level,0.05,0.054000,0.01,4,0.08,0.0820000,0.01,5,18,5,0.418,0.0767,,,,,,
38,in,2017,,"Lardies MA, Benitez S, Osores S, Vargas CA, Duarte C, Lohrmann KB, Lagos NA",Aquaculture,Mollusca,Pectinidae,Argopecten purpuratus,Subtropical,Subtropical,benthic,JUVENILE,NO,NA,YES,NO,pH,368,62,NA,NBS,8.06,0.02,NA,891,78,NA,7.75,0.03,NA,14.1,0.2,NA,14.1,0.1,NA,523,-0.1,NA,growth rate,growth rate,positive,g*d-1,Growth,Individual level,0.01,0.009100,0.00,4,0.02,0.0166000,0.00,5,18,5,0.601,0.1828,,,,,,
38,in,2017,,"Lardies MA, Benitez S, Osores S, Vargas CA, Duarte C, Lohrmann KB, Lagos NA",Aquaculture,Mollusca,Pectinidae,Argopecten purpuratus,Subtropical,Subtropical,benthic,JUVENILE,NO,NA,YES,YES,TpH,368,62,NA,NBS,8.06,0.02,NA,969,74,NA,7.72,0.02,NA,14.1,0.2,NA,18.1,0.1,NA,602,4.0,NA,standard metabolic rate,Oxygen consumption rate,ambiguous,mg O2 h-1 g-1,Routine respiration,Individual level,0.05,0.054000,0.01,4,0.11,0.1097000,0.01,5,18,5,0.709,0.0734,,,,,,
38,in,2017,,"Lardies MA, Benitez S, Osores S, Vargas CA, Duarte C, Lohrmann KB, Lagos NA",Aquaculture,Mollusca,Pectinidae,Argopecten purpuratus,Subtropical,Subtropical,benthic,JUVENILE,NO,NA,YES,YES,TpH,368,62,NA,NBS,8.06,0.02,NA,969,74,NA,7.72,0.02,NA,14.1,0.2,NA,18.1,0.1,NA,602,4.0,NA,growth rate,growth rate,positive,g*d-1,Growth,Individual level,0.01,0.009100,0.00,4,0.02,0.0240000,0.00,5,18,5,0.970,0.1493,,,,,,
38,in,2017,,"Lardies MA, Benitez S, Osores S, Vargas CA, Duarte C, Lohrmann KB, Lagos NA",Aquaculture,Mollusca,Pectinidae,Argopecten purpuratus,Subtropical,Subtropical,benthic,JUVENILE,NO,NA,NO,YES,T,368,62,NA,NBS,8.06,0.02,NA,436,74,NA,8.03,0.04,NA,14.1,0.2,NA,18.1,0.1,NA,68,4.0,NA,growth rate,growth rate,positive,g*d-1,Growth,Individual level,0.01,0.009100,0.00,4,0.03,0.0266000,0.00,5,18,5,1.073,0.1509,,,,,,
39,in,2014,,"Mackenzie CL, Ormondroyd GA, Curling SF, Ball RJ, Whiteley NM, Malham SK",PLoS ONE,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,ADULT,YES,LARVAL,NO,YES,T,466,NA,63,total,7.99,NA,0.05,517,NA,41,7.95,NA,0.03,12.1,NA,0.5,15.8,NA,0.3,51,3.7,NA,maxiumum load,Crushing force,positive,N,Biomechanics,Individual level,170.10,170.100000,18.70,18,97.20,97.2000000,10.40,18,180,5,-0.560,0.0235,,,,,,
39,in,2014,,"Mackenzie CL, Ormondroyd GA, Curling SF, Ball RJ, Whiteley NM, Malham SK",PLoS ONE,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,ADULT,YES,LARVAL,YES,YES,TpH,466,NA,63,total,7.99,NA,0.05,1161,NA,137,7.63,NA,0.05,12.1,NA,0.5,16.1,NA,0.3,696,4.0,NA,maxiumum load,Crushing force,positive,N,Biomechanics,Individual level,170.10,170.100000,18.70,18,104.10,104.1000000,11.80,18,180,5,-0.491,0.0249,,,,,,
39,in,2014,,"Mackenzie CL, Ormondroyd GA, Curling SF, Ball RJ, Whiteley NM, Malham SK",PLoS ONE,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,ADULT,YES,LARVAL,NO,YES,T,466,NA,63,total,7.99,NA,0.05,517,NA,41,7.95,NA,0.03,12.1,NA,0.5,15.8,NA,0.3,51,3.7,NA,condition factor,condition factor,positive,NA,Growth,Individual level,4.08,4.080000,0.25,20,2.90,2.9000000,0.18,20,180,5,-0.341,0.0076,,,,,,
39,in,2014,,"Mackenzie CL, Ormondroyd GA, Curling SF, Ball RJ, Whiteley NM, Malham SK",PLoS ONE,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,ADULT,YES,LARVAL,YES,YES,TpH,466,NA,63,total,7.99,NA,0.05,1161,NA,137,7.63,NA,0.05,12.1,NA,0.5,16.1,NA,0.3,696,4.0,NA,condition factor,condition factor,positive,NA,Growth,Individual level,4.08,4.080000,0.25,20,3.27,3.2700000,0.19,20,180,5,-0.221,0.0071,,,,,,
39,in,2014,,"Mackenzie CL, Ormondroyd GA, Curling SF, Ball RJ, Whiteley NM, Malham SK",PLoS ONE,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,ADULT,YES,LARVAL,NO,YES,T,466,NA,63,total,7.99,NA,0.05,517,NA,41,7.95,NA,0.03,12.1,NA,0.5,15.8,NA,0.3,51,3.7,NA,calcite:aragonite,calcite:aragonite,ambiguous,NA,Calcification,Individual level,2.10,2.100000,0.48,4,1.70,1.7000000,0.15,4,180,5,-0.211,0.0600,,,,,,
39,in,2014,,"Mackenzie CL, Ormondroyd GA, Curling SF, Ball RJ, Whiteley NM, Malham SK",PLoS ONE,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,ADULT,YES,LARVAL,YES,NO,pH,466,NA,63,total,7.99,NA,0.05,1088,NA,170,7.65,NA,0.06,12.1,NA,0.5,12.2,NA,0.5,622,0.0,NA,maxiumum load,Crushing force,positive,N,Biomechanics,Individual level,170.10,170.100000,18.70,18,139.50,139.5000000,15.30,18,180,5,-0.198,0.0241,,,,,,
39,in,2014,,"Mackenzie CL, Ormondroyd GA, Curling SF, Ball RJ, Whiteley NM, Malham SK",PLoS ONE,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,ADULT,YES,LARVAL,YES,NO,pH,466,NA,63,total,7.99,NA,0.05,1088,NA,170,7.65,NA,0.06,12.1,NA,0.5,12.2,NA,0.5,622,0.0,NA,condition factor,condition factor,positive,NA,Growth,Individual level,4.08,4.080000,0.25,20,3.80,3.8000000,0.19,20,180,5,-0.071,0.0063,,,,,,
39,in,2014,,"Mackenzie CL, Ormondroyd GA, Curling SF, Ball RJ, Whiteley NM, Malham SK",PLoS ONE,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,ADULT,YES,LARVAL,YES,YES,TpH,466,NA,63,total,7.99,NA,0.05,1161,NA,137,7.63,NA,0.05,12.1,NA,0.5,16.1,NA,0.3,696,4.0,NA,calcite:aragonite,calcite:aragonite,ambiguous,NA,Calcification,Individual level,2.10,2.100000,0.48,4,2.20,2.2000000,0.39,4,180,5,0.047,0.0837,,,,,,
39,in,2014,,"Mackenzie CL, Ormondroyd GA, Curling SF, Ball RJ, Whiteley NM, Malham SK",PLoS ONE,Mollusca,Mytilidae,Mytilus edulis,Temperate,Temperate,benthic,ADULT,YES,LARVAL,YES,NO,pH,466,NA,63,total,7.99,NA,0.05,1088,NA,170,7.65,NA,0.06,12.1,NA,0.5,12.2,NA,0.5,622,0.0,NA,calcite:aragonite,calcite:aragonite,ambiguous,NA,Calcification,Individual level,2.10,2.100000,0.48,4,3.05,3.0500000,0.15,2,180,5,0.373,0.0547,,,,,,
40,in,2018,,"Parker LM, O’Connor WA, Byrne M, Dove M, Coleman RA, Pörtner HO, Scanes E, Virtue P, Gibbs M, Ross PM",Proceedings of the Royal Society B,Mollusca,Ostreidae,Saccostrea glomerata,Subtropical,Subtropical,benthic,ADULT,YES,LARVAL,YES,NO,pH,392,2,NA,NBS,8.20,0.00,NA,856,5,NA,7.91,0.00,NA,24.0,0.1,NA,24.0,0.1,NA,464,0.0,NA,total spawned lipid content gonad,Lipid content,ambiguous,mg,Physiology,Individual level,45.19,45.190000,11.07,3,15.66,15.6600000,1.99,3,56,3,-1.060,0.0762,,,,,,
40,in,2018,,"Parker LM, O’Connor WA, Byrne M, Dove M, Coleman RA, Pörtner HO, Scanes E, Virtue P, Gibbs M, Ross PM",Proceedings of the Royal Society B,Mollusca,Ostreidae,Saccostrea glomerata,Subtropical,Subtropical,pelagic,EMBRYO,YES,LARVAL,YES,YES,TpH,392,2,NA,NBS,8.20,0.00,NA,855,3,NA,7.92,0.00,NA,24.0,0.1,NA,28.0,0.1,NA,463,4.0,NA,total lipid content of eggs,Lipid content,ambiguous,ng,Physiology,Individual level,6.79,6.790000,0.72,3,2.76,2.7600000,0.69,3,56,3,-0.900,0.0737,,,,,,
40,in,2018,,"Parker LM, O’Connor WA, Byrne M, Dove M, Coleman RA, Pörtner HO, Scanes E, Virtue P, Gibbs M, Ross PM",Proceedings of the Royal Society B,Mollusca,Ostreidae,Saccostrea glomerata,Subtropical,Subtropical,benthic,ADULT,YES,LARVAL,YES,NO,pH,392,2,NA,NBS,8.20,0.00,NA,856,5,NA,7.91,0.00,NA,24.0,0.1,NA,24.0,0.1,NA,464,0.0,NA,Fecundity,Fecundity,positive,x 10^6,Reproduction,Individual level,6.53,6.530000,1.28,3,2.71,2.7100000,0.73,3,56,3,-0.879,0.1110,,,,,,
40,in,2018,,"Parker LM, O’Connor WA, Byrne M, Dove M, Coleman RA, Pörtner HO, Scanes E, Virtue P, Gibbs M, Ross PM",Proceedings of the Royal Society B,Mollusca,Ostreidae,Saccostrea glomerata,Subtropical,Subtropical,benthic,ADULT,YES,LARVAL,YES,YES,TpH,392,2,NA,NBS,8.20,0.00,NA,855,3,NA,7.92,0.00,NA,24.0,0.1,NA,28.0,0.1,NA,463,4.0,NA,total spawned lipid content gonad,Lipid content,ambiguous,mg,Physiology,Individual level,45.19,45.190000,11.07,3,25.03,25.0300000,6.43,3,56,3,-0.591,0.1260,,,,,,
40,in,2018,,"Parker LM, O’Connor WA, Byrne M, Dove M, Coleman RA, Pörtner HO, Scanes E, Virtue P, Gibbs M, Ross PM",Proceedings of the Royal Society B,Mollusca,Ostreidae,Saccostrea glomerata,Subtropical,Subtropical,pelagic,EMBRYO,YES,LARVAL,NO,YES,T,392,2,NA,NBS,8.20,0.00,NA,393,4,NA,8.20,0.00,NA,24.0,0.1,NA,28.0,0.1,NA,1,4.0,NA,total lipid content of eggs,Lipid content,ambiguous,ng,Physiology,Individual level,6.79,6.790000,0.72,3,4.48,4.4800000,0.34,3,56,3,-0.416,0.0170,,,,,,
40,in,2018,,"Parker LM, O’Connor WA, Byrne M, Dove M, Coleman RA, Pörtner HO, Scanes E, Virtue P, Gibbs M, Ross PM",Proceedings of the Royal Society B,Mollusca,Ostreidae,Saccostrea glomerata,Subtropical,Subtropical,benthic,ADULT,YES,LARVAL,YES,YES,TpH,392,2,NA,NBS,8.20,0.00,NA,855,3,NA,7.92,0.00,NA,24.0,0.1,NA,28.0,0.1,NA,463,4.0,NA,shell length,Length,positive,μm,Growth ,Individual level,52.24,52.240000,0.36,3,46.76,46.7600000,0.71,3,56,3,-0.111,0.0003,,,,,,
40,in,2018,,"Parker LM, O’Connor WA, Byrne M, Dove M, Coleman RA, Pörtner HO, Scanes E, Virtue P, Gibbs M, Ross PM",Proceedings of the Royal Society B,Mollusca,Ostreidae,Saccostrea glomerata,Subtropical,Subtropical,pelagic,EMBRYO,YES,LARVAL,YES,NO,pH,392,2,NA,NBS,8.20,0.00,NA,856,5,NA,7.91,0.00,NA,24.0,0.1,NA,24.0,0.1,NA,464,0.0,NA,total lipid content of eggs,Lipid content,ambiguous,ng,Physiology,Individual level,6.79,6.790000,0.72,3,6.14,6.1400000,1.01,3,56,3,-0.101,0.0383,,,,,,
40,in,2018,,"Parker LM, O’Connor WA, Byrne M, Dove M, Coleman RA, Pörtner HO, Scanes E, Virtue P, Gibbs M, Ross PM",Proceedings of the Royal Society B,Mollusca,Ostreidae,Saccostrea glomerata,Subtropical,Subtropical,pelagic,EMBRYO,YES,LARVAL,YES,YES,TpH,392,2,NA,NBS,8.20,0.00,NA,855,3,NA,7.92,0.00,NA,24.0,0.1,NA,28.0,0.1,NA,463,4.0,NA,egg diameter,Egg size,ambiguous,μm,Growth ,Individual level,50.92,50.920000,0.39,3,47.44,47.4400000,0.10,3,56,3,-0.071,0.0001,,,,,,
40,in,2018,,"Parker LM, O’Connor WA, Byrne M, Dove M, Coleman RA, Pörtner HO, Scanes E, Virtue P, Gibbs M, Ross PM",Proceedings of the Royal Society B,Mollusca,Ostreidae,Saccostrea glomerata,Subtropical,Subtropical,benthic,ADULT,YES,LARVAL,YES,YES,TpH,392,2,NA,NBS,8.20,0.00,NA,855,3,NA,7.92,0.00,NA,24.0,0.1,NA,28.0,0.1,NA,463,4.0,NA,pHe,Haemolymph pH,ambiguous,NA,Physiology,Individual level,7.46,7.460000,0.02,3,7.00,7.0000000,0.04,3,56,3,-0.064,0.0001,,,,,,
40,in,2018,,"Parker LM, O’Connor WA, Byrne M, Dove M, Coleman RA, Pörtner HO, Scanes E, Virtue P, Gibbs M, Ross PM",Proceedings of the Royal Society B,Mollusca,Ostreidae,Saccostrea glomerata,Subtropical,Subtropical,benthic,ADULT,YES,LARVAL,YES,NO,pH,392,2,NA,NBS,8.20,0.00,NA,856,5,NA,7.91,0.00,NA,24.0,0.1,NA,24.0,0.1,NA,464,0.0,NA,pHe,Haemolymph pH,ambiguous,NA,Physiology,Individual level,7.46,7.460000,0.02,3,7.01,7.0100000,0.05,3,56,3,-0.062,0.0001,,,,,,
40,in,2018,,"Parker LM, O’Connor WA, Byrne M, Dove M, Coleman RA, Pörtner HO, Scanes E, Virtue P, Gibbs M, Ross PM",Proceedings of the Royal Society B,Mollusca,Ostreidae,Saccostrea glomerata,Subtropical,Subtropical,pelagic,EMBRYO,YES,LARVAL,NO,YES,T,392,2,NA,NBS,8.20,0.00,NA,393,4,NA,8.20,0.00,NA,24.0,0.1,NA,28.0,0.1,NA,1,4.0,NA,egg diameter,Egg size,ambiguous,μm,Growth ,Individual level,50.92,50.920000,0.39,3,48.06,48.0600000,0.53,3,56,3,-0.058,0.0002,,,,,,
40,in,2018,,"Parker LM, O’Connor WA, Byrne M, Dove M, Coleman RA, Pörtner HO, Scanes E, Virtue P, Gibbs M, Ross PM",Proceedings of the Royal Society B,Mollusca,Ostreidae,Saccostrea glomerata,Subtropical,Subtropical,benthic,ADULT,YES,LARVAL,NO,YES,T,392,2,NA,NBS,8.20,0.00,NA,393,4,NA,8.20,0.00,NA,24.0,0.1,NA,28.0,0.1,NA,1,4.0,NA,shell length,Length,positive,μm,Growth ,Individual level,52.24,52.240000,0.36,3,49.50,49.5000000,0.84,3,56,3,-0.054,0.0003,,,,,,
40,in,2018,,"Parker LM, O’Connor WA, Byrne M, Dove M, Coleman RA, Pörtner HO, Scanes E, Virtue P, Gibbs M, Ross PM",Proceedings of the Royal Society B,Mollusca,Ostreidae,Saccostrea glomerata,Subtropical,Subtropical,benthic,ADULT,YES,LARVAL,YES,YES,TpH,392,2,NA,NBS,8.20,0.00,NA,855,3,NA,7.92,0.00,NA,24.0,0.1,NA,28.0,0.1,NA,463,4.0,NA,Mortality,Survival,positive,%,Survival,Population level,0.43,99.570000,0.43,3,4.70,95.3000000,0.43,3,56,3,-0.044,0.0001,,,,,,
40,in,2018,,"Parker LM, O’Connor WA, Byrne M, Dove M, Coleman RA, Pörtner HO, Scanes E, Virtue P, Gibbs M, Ross PM",Proceedings of the Royal Society B,Mollusca,Ostreidae,Saccostrea glomerata,Subtropical,Subtropical,benthic,ADULT,YES,LARVAL,NO,YES,T,392,2,NA,NBS,8.20,0.00,NA,393,4,NA,8.20,0.00,NA,24.0,0.1,NA,28.0,0.1,NA,1,4.0,NA,Mortality,Survival,positive,%,Survival,Population level,0.43,99.570000,0.43,3,3.42,96.5800000,0.85,3,56,3,-0.030,0.0001,,,,,,
40,in,2018,,"Parker LM, O’Connor WA, Byrne M, Dove M, Coleman RA, Pörtner HO, Scanes E, Virtue P, Gibbs M, Ross PM",Proceedings of the Royal Society B,Mollusca,Ostreidae,Saccostrea glomerata,Subtropical,Subtropical,benthic,ADULT,YES,LARVAL,YES,NO,pH,392,2,NA,NBS,8.20,0.00,NA,856,5,NA,7.91,0.00,NA,24.0,0.1,NA,24.0,0.1,NA,464,0.0,NA,Mortality,Survival,positive,%,Survival,Population level,0.43,99.570000,0.43,3,2.99,97.0100000,0.43,3,56,3,-0.026,0.0001,,,,,,
40,in,2018,,"Parker LM, O’Connor WA, Byrne M, Dove M, Coleman RA, Pörtner HO, Scanes E, Virtue P, Gibbs M, Ross PM",Proceedings of the Royal Society B,Mollusca,Ostreidae,Saccostrea glomerata,Subtropical,Subtropical,pelagic,EMBRYO,YES,LARVAL,YES,NO,pH,392,2,NA,NBS,8.20,0.00,NA,856,5,NA,7.91,0.00,NA,24.0,0.1,NA,24.0,0.1,NA,464,0.0,NA,egg diameter,Egg size,ambiguous,μm,Growth ,Individual level,50.92,50.920000,0.39,3,49.71,49.7100000,0.45,3,56,3,-0.024,0.0001,,,,,,
40,in,2018,,"Parker LM, O’Connor WA, Byrne M, Dove M, Coleman RA, Pörtner HO, Scanes E, Virtue P, Gibbs M, Ross PM",Proceedings of the Royal Society B,Mollusca,Ostreidae,Saccostrea glomerata,Subtropical,Subtropical,benthic,ADULT,YES,LARVAL,YES,NO,pH,392,2,NA,NBS,8.20,0.00,NA,856,5,NA,7.91,0.00,NA,24.0,0.1,NA,24.0,0.1,NA,464,0.0,NA,shell length,Length,positive,μm,Growth ,Individual level,52.24,52.240000,0.36,3,51.85,51.8500000,0.05,3,56,3,-0.007,0.0001,,,,,,
